mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.4535573959350586,0.01805486461033554,0.0003251791000366211,0.0007077960145259517,0.17,295,"{'learning_rate': np.float64(0.17), 'n_estimators': np.int64(295)}",0.6569536473659939,0.6451471658720638,0.4970103451602148,0.5672463539345458,0.46552476507888796,0.7439352365734915,0.42025012717977717,0.6416659271709341,0.5473283267471436,0.7170608697249752,0.5902122764808027,0.10262953733539125,73,0.9686759733886481,0.9690702279406548,0.9702409168326136,0.9656541839155978,0.9696933688243844,0.9698369096575273,0.9695929323105998,0.9692595978341033,0.9699428948481555,0.9699129122549138,0.9691879917807199,0.0012575163342956757
0.49453685283660886,0.012725713737514199,0.002470254898071289,0.004510056724825136,0.17,330,"{'learning_rate': np.float64(0.17), 'n_estimators': np.int64(330)}",0.6525008341613352,0.6438223979924139,0.49120521046575316,0.5651035197865832,0.4651926891190582,0.7426601822152085,0.4176389764604115,0.6447223541019618,0.5422893858700237,0.7118760784498884,0.5877011628622638,0.10288126126616158,76,0.9730888765890433,0.9739039342383954,0.9747130457924786,0.9719471433328272,0.974578440311905,0.9749550929308717,0.9753245039482009,0.9740270413865226,0.9751130587794516,0.9739310042952708,0.9741582141604967,0.000977609840021305
0.5458181142807007,0.01878586174498135,0.004104208946228027,0.006244276369447665,0.17,365,"{'learning_rate': np.float64(0.17), 'n_estimators': np.int64(365)}",0.6499836320260541,0.6423471099964368,0.4844765027790071,0.5618818082012573,0.4566669792830753,0.741268456902247,0.41358136016539837,0.6434425105490931,0.5371730056637622,0.7118432891525215,0.5842664654718852,0.10498157950517727,81,0.9774942705734407,0.9782301304503308,0.9785905383363873,0.9762674387112555,0.9787971135990352,0.9788166543543143,0.9796571477942867,0.9783157074124669,0.9788045201837648,0.9772916445397634,0.9782265165955046,0.0009188728602685919
0.6103012561798096,0.024215944974629873,0.00013239383697509765,0.0002857487809128171,0.17,400,"{'learning_rate': np.float64(0.17), 'n_estimators': np.int64(400)}",0.6468365497773969,0.6377137099326287,0.4831987625693581,0.5565773836701542,0.45749663767565163,0.7393857114056949,0.4149070619631009,0.6402272571789205,0.5316134770371019,0.7085899976768949,0.5816546548886902,0.10385578413413969,86,0.9810351964710927,0.9812772367564486,0.9819324119509953,0.9795222948878476,0.98203666128534,0.982016237045104,0.9834898304774279,0.9820673760805533,0.9818601272375308,0.9808274131381489,0.9816064785330489,0.0009832852226444094
0.6449021100997925,0.019826402362983643,0.0021048545837402343,0.0049411246380421684,0.17,435,"{'learning_rate': np.float64(0.17), 'n_estimators': np.int64(435)}",0.6425973635545938,0.6305190395180962,0.48167447484796144,0.5539701725736996,0.45842575117189177,0.7390428325372607,0.41552055550669076,0.6408924368378179,0.5310606281781116,0.7051975011122549,0.5798900755838379,0.10282106629473099,88,0.9840087212081639,0.9839582322262295,0.9846660125575417,0.9827296555183879,0.9843575411006142,0.9849567324087711,0.9857471529520156,0.9844265198876617,0.9852025878932258,0.9834187495309529,0.9843471905283565,0.0008315924931713382
0.6924206495285035,0.010192292055682827,0.0021684885025024412,0.004817918036059253,0.17,470,"{'learning_rate': np.float64(0.17), 'n_estimators': np.int64(470)}",0.6399577676125854,0.6299008516983529,0.4761681529198919,0.5511347896475273,0.4586752193354413,0.7375914399256025,0.4164405660027608,0.6392171381536826,0.5260900386229467,0.7004580879126856,0.5775634051831476,0.10240579520322249,93,0.9858731178075525,0.9866027219068387,0.9871895837964235,0.9853517227098115,0.9868850579316031,0.9873811044660237,0.9876998737257066,0.9865225445389716,0.987994451945601,0.9857546696875435,0.9867254848516076,0.0008272175792832636
0.07726130485534669,0.0073813092922019735,0.0004009246826171875,0.000801849365234375,0.21000000000000002,50,"{'learning_rate': np.float64(0.21000000000000002), 'n_estimators': np.int64(50)}",0.7397658811114445,0.7284415273074095,0.5371361796224274,0.599726279211654,0.5300288357159204,0.7466827508638374,0.42857815177676795,0.7346071019057364,0.5794547364625746,0.7633525048539396,0.6387773948831711,0.11223602924910485,23,0.8610541549261288,0.866727906352259,0.8557920742391045,0.8493549263786861,0.8615418899713458,0.8544748935214896,0.8691263103281308,0.8573246540761649,0.8603020725716668,0.8600607566250187,0.8595759638989996,0.00546853100441162
0.1296846628189087,0.006880685934459474,0.0008120536804199219,0.0011006451460399366,0.21000000000000002,85,"{'learning_rate': np.float64(0.21000000000000002), 'n_estimators': np.int64(85)}",0.7063310564963612,0.7062934479764196,0.4992376742314759,0.5985685084096899,0.5167823904492601,0.7609334610821642,0.4306792943231291,0.7045633508466034,0.5540265341982933,0.7532746034260491,0.6230690321439446,0.11201441534010727,42,0.9040492970080333,0.9075047464184456,0.901889891163114,0.8937517061180535,0.9012531458586095,0.8986893423326437,0.9046503415031089,0.9019259034436213,0.900541438940617,0.8972812170207639,0.9011537029807011,0.0037192539531400504
0.20180130004882812,0.017324026945440035,0.0030582904815673827,0.0036876538919401063,0.21000000000000002,120,"{'learning_rate': np.float64(0.21000000000000002), 'n_estimators': np.int64(120)}",0.6913778930676697,0.6907331440386084,0.4843993856202694,0.5841370155235694,0.4747266893339738,0.7656914006205547,0.4221034885823448,0.6975058756933398,0.5322029778567718,0.7350950893632037,0.6077972959700305,0.11693515613420613,56,0.9267890117276996,0.932170292134133,0.9264547308555706,0.9227189927853501,0.9312796781813659,0.9263666307514393,0.9302468582226133,0.925535791070796,0.9277641229387071,0.9306164362642757,0.9279942544931951,0.0028386731268131814
0.261642599105835,0.022448714373423908,0.0028293371200561524,0.0037461833265167413,0.21000000000000002,155,"{'learning_rate': np.float64(0.21000000000000002), 'n_estimators': np.int64(155)}",0.6742239904949552,0.671551711683507,0.4676039236669163,0.583789143955725,0.44912129184522676,0.7547884920181749,0.41164410455979084,0.694448303091083,0.5343949502090648,0.7209881595346755,0.596255407105912,0.1176199752498424,67,0.9431147639934226,0.9471897968369192,0.9427035980160023,0.9435385785510928,0.9484931123021871,0.9435472581181429,0.9475249184248953,0.943806294356201,0.9438634449547215,0.9467293860408263,0.9450511151594412,0.002052495659245679
